fichier,action,cible_de_fusion,qui_le_lit,ce_qu_il_contient_d_irremplacable,derniere_modif,lignes,motif
docs/NKPlatform/markdown/files/NkPlatformConfig.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,165,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,12,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,54,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,81,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,11,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/types/macros.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,27,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/types/methods.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/types/structs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,17,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKPlatform/markdown/types/typedefs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKPlatform, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKRenderer_Simple_Context_Init.md,fusionner,Kernel/Runtime/NKRenderer/ROADMAP.md,agent du renderer,a relire,2026-03-21,68,68 lignes orphelines
docs/NKSurface_Backend_Initialization_Guide.md,fusionner,Kernel/Runtime/NKRHI/ROADMAP.md,agent du RHI,a relire,2026-03-12,276,guide technique orphelin
docs/NKWindow/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/IEventImpl.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,55,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkClock.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,163,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkDialogs.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,114,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkDropSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,65,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkDuration.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,307,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkEventSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,180,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkGamepadSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,332,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkKeyboardEvents.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,42,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkRenderer.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,84,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkSafeArea.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,75,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkScancode.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,160,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkStopwatch.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,85,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkSurface.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,228,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,89,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/NkWindow.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,69,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,24,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,110,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,189,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/classs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,18,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/functions.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,32,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,12,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/methods.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,44,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/structs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,16,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow/markdown/types/variables.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,21,"API generee de NKWindow, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_OpenGL_GLAD_Quickstart.md,fusionner,Kernel/System/NKWindow/ + Guides/,debutant,a relire,2026-03-12,128,tutoriel orphelin de mars
docs/NKWindow_Renderer_Student_Procedure.md,fusionner,Documentation/cours/,etudiant,a relire,2026-03-12,233,procedure etudiante orpheline
docs/NKWindow_Tests/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,15,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/IEventImpl.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,55,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkClock.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,163,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkDialogs.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-10,114,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkDropSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,65,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkDuration.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,307,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkEventSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,180,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkGamepadSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,332,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkKeyboardEvents.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,42,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkRenderer.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,84,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkSafeArea.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,75,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkScancode.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,160,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkStopwatch.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,85,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkSurface.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,228,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkSystem.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,89,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/NkWindow.h.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,69,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,24,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,110,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,189,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/classs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,18,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/functions.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,32,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,12,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/methods.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,44,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/structs.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,16,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/NKWindow_Tests/markdown/types/variables.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,21,"API generee de NKWindow_Tests, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/OPTIMIZATION_GUIDE_2026.md,fusionner,ROADMAP du module concerne,a verifier,a relire - guide de perf,2026-03-21,291,non relu par moi
docs/OPTIMIZATION_ROADMAP.md,fusionner,ROADMAP du module concerne,a verifier,a relire,2026-03-05,396,non relu par moi
docs/PLATFORM_ISSUES_ANDROID_WEB_WAYLAND_2026.md,fusionner,Kernel/Foundation/NKPlatform/Readme.md,agent portage,OUI probablement - problemes de plateforme constates,2026-03-10,107,a relire AVANT suppression : ce type de fichier est du vecu
docs/README.md,supprimer,,personne,"non - vieille copie du README racine (badge ""80% Complete"")",2026-03-05,224,"deux README concurrents ; celui de la racine est a jour (2026-08-12), celui-ci date du 2026-03-05"
docs/SESSION_FINAL_REPORT_2026.md,supprimer,,personne,non - rapport de session mars,2026-03-05,623,porte aussi le handle GitHub perime (l. 572) ; zero lien entrant depuis un markdown hors docs/ (mesure)
docs/SOURCES_TIERCES.md,fusionner,THIRD_PARTY_LICENSES.md,juridique,oui - inventaire de sources,2026-08-08,59,doublon partiel du fichier racine
docs/Sandbox/markdown/api.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,12,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/files/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/files/main.cpp.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,65,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,39,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/namespaces/__global__.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,17,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/namespaces/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/search.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,25,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/stats.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,34,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/types/functions.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/types/index.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,9,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/Sandbox/markdown/types/variables.md,supprimer,,personne,non - listing d API produit par outil,2026-03-05,10,"API generee de Sandbox, figee 2026-03, ZERO lien entrant mesure, module deja couvert par wiki/"
docs/TEST_FRAMEWORK_README.md,fusionner,le README du cadre de test,agent qui ecrit un test,a relire,2026-03-21,370,370 lignes orphelines
docs/WAYLAND_TEST_DEBUG_GUIDE_FR.md,fusionner,Kernel/System/NKWindow/,agent Linux,OUI probablement - procedure de debogage Wayland,2026-03-10,98,a relire AVANT suppression
docs/dd2.md,supprimer,,personne,"non - ""ARCHITECTURE COMPLETE v1.0, Fevrier 2026""",2026-03-05,2282,supplante par ARCHITECTURE.md (juin) et wiki/Architecture.md ; zero lien entrant depuis un markdown hors docs/ (mesure)
docs/dd3.md,supprimer,,personne,"non - ""CONCEPTION DETAILLEE v2.0""",2026-03-10,1987,deuxieme version du meme document ; zero lien entrant depuis un markdown hors docs/ (mesure)
docs/dd4.md,supprimer,,personne,non - troisieme version du meme document,2026-03-10,1914,zero lien entrant depuis un markdown hors docs/ (mesure)
docs/recherche/EXPLOITATION.md,garder,,celui qui decide,oui - sources bibliographiques,2026-08-08,46,notes de recherche sourcees
docs/recherche/ciel/SOURCE.md,garder,,celui qui decide,oui - sources bibliographiques,2026-08-08,73,notes de recherche sourcees
docs/recherche/ia3d/SOURCE.md,garder,,celui qui decide,oui - sources bibliographiques,2026-08-08,141,notes de recherche sourcees
docs/recherche/materiaux/SOURCE.md,garder,,celui qui decide,oui - sources bibliographiques,2026-08-08,56,notes de recherche sourcees
docs/recherche/rendu/SOURCE.md,garder,,celui qui decide,oui - sources bibliographiques,2026-08-08,131,notes de recherche sourcees
docs/ssh.md,fusionner,CONVENTIONS_FICHIERS.md ou un GUIDE_CONTRIBUTION,contributeur qui installe,oui - procedure de cles SSH,2026-03-05,119,porte aussi le handle GitHub a confirmer (l. 118)
promote.md,supprimer,,personne,"non - 24 lignes, evenement de juin 2026 passe",2026-06-14,24,note de salon perimee
wiki/AI/Entrainement-NKGptTrain.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-07-09,100,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,117,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Animation.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,834,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Components.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,703,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Core.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,551,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Design2D.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,782,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Entities.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,590,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/IO.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,472,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Modeling.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,662,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Physics.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,546,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,29,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Scene.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,669,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Scripting.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,557,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Systems.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,529,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/Viewport.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,516,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/Noge/VisualScript.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,542,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Engine/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,39,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,80,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Adapters.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,360,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Associative.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,503,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/CacheFriendly.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,337,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Functional.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,390,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Heterogeneous.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,342,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Iterators.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,471,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,32,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Sequential.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,262,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Specialized.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,378,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/String-Encoding.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,458,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Strings.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,489,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Utilities.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,444,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKContainers/Views.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,315,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,101,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Assertions.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,381,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Atomics.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,443,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Bits-Limits.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,483,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Enumeration.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,441,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Platform-Config.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,510,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/README.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,18,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
wiki/Foundation/NKCore/Traits.md,garder,,wiki publie - lecteur externe,oui pour les pages de module (prose ecrite a la main),2026-06-14,451,"reference API tenue a la main; 180/187 figees depuis juin 2026 - a dater, pas a supprimer"
